monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	68343	0	68343	36334	2771	0	8	0	8	0	0	0	0	0	179	0	0	0	0	0	0	45	85	0	85	130
August,2007	64279	0	64279	42487	3472	0	43	0	43	0	31	0	31	0	227	0	0	0	0	0	0	56	96	0	96	152
September,2007	66939	0	66939	40119	3960	0	52	0	52	0	7	0	7	0	197	0	0	0	0	0	0	97	82	0	82	179
October,2007	65235	0	65235	34566	3872	0	51	0	51	0	53	0	53	0	185	0	0	0	0	0	0	68	76	0	76	144
November,2007	69236	0	69236	32717	4798	0	138	0	138	0	216	0	216	0	223	0	0	0	0	0	0	43	82	0	82	125
December,2007	64377	0	64377	28466	3116	0	139	0	139	0	320	0	320	0	276	0	0	0	0	0	0	19	26	0	26	45
January,2008	70598	0	70598	24219	4620	0	135	0	135	0	273	0	273	0	331	0	0	0	0	0	0	35	22	0	22	57
February,2008	70331	0	70331	28845	4876	0	168	0	168	0	262	0	262	0	276	0	0	0	0	0	0	21	28	0	28	49
March,2008	67686	0	67686	14886	4848	0	162	0	162	0	548	0	548	0	322	0	0	0	0	0	0	44	93	0	93	137
April,2008	66072	0	66072	11315	4994	0	149	0	149	0	517	0	517	0	312	0	0	0	0	0	0	106	116	0	116	222
May,2008	67242	0	67242	13515	4922	0	78	0	78	0	62	0	62	0	441	0	0	0	0	0	0	19	11	0	11	30
June,2008	66234	0	66234	30056	5191	0	77	0	77	0	110	0	110	0	259	0	0	0	0	0	0	22	20	0	20	42
July,2008	71137	0	71137	31681	5826	0	130	0	130	0	162	0	162	0	351	0	0	0	0	0	0	35	72	0	72	107
August,2008	68632	0	68632	30140	5540	0	133	0	133	0	290	0	290	0	237	0	0	0	0	0	0	56	75	0	75	131
September,2008	71481	0	71481	29215	4573	0	52	0	52	0	25	0	25	0	221	0	0	0	0	0	0	23	20	0	20	43
October,2008	66945	0	66945	34417	6232	0	102	0	102	0	195	0	195	0	221	0	0	0	0	0	0	66	80	0	80	146
November,2008	70021	0	70021	38214	6472	0	293	0	293	0	101	0	101	0	378	0	0	0	0	0	0	42	87	0	87	129
December,2008	67518	0	67518	34948	5555	0	80	0	80	0	18	0	18	0	1353	0	0	0	0	0	0	10	21	0	21	31
January,2009	72639	0	72639	40333	6457	0	158	0	158	0	56	0	56	0	1691	0	0	0	0	0	0	29	26	0	26	55
February,2009	69582	0	69582	40038	6760	0	176	0	176	0	36	0	36	0	852	0	0	0	0	0	0	23	49	0	49	72
March,2009	71444	0	71444	44252	6164	0	193	0	193	0	4	0	4	0	1945	0	0	0	0	0	0	99	175	0	175	274
April,2009	66684	0	66684	50904	6655	0	244	0	244	0	0	0	0	0	583	0	0	0	0	0	0	332	231	0	231	563
May,2009	68574	0	68574	44835	4828	0	130	0	130	0	0	0	0	0	185	0	0	0	0	0	0	88	29	0	29	117
June,2009	67640	0	67640	41613	6259	0	117	0	117	0	0	0	0	0	408	0	0	0	0	0	0	95	90	0	90	185
July,2009	70393	0	70393	50128	7219	0	142	0	142	0	0	0	0	0	22	0	0	0	0	0	0	269	120	0	120	389
August,2009	69544	0	69544	50067	7140	0	95	0	95	0	0	0	0	0	42	0	0	0	0	0	0	325	134	0	134	459
September,2009	71683	0	71683	51079	5507	0	55	0	55	0	0	0	0	0	12	0	0	0	0	0	0	523	74	0	74	597
October,2009	70192	0	70192	57945	5939	0	101	0	101	0	0	0	0	0	6	0	0	0	0	0	0	967	287	0	287	1254
November,2009	71712	0	71712	56626	3929	0	95	0	95	0	0	0	0	0	13	0	0	0	0	0	0	527	73	0	73	600
December,2009	73677	0	73677	53193	2651	0	76	0	76	0	0	0	0	0	6	0	0	0	0	0	0	150	41	0	41	191
January,2010	79786	0	79786	54799	7003	0	104	0	104	0	0	0	0	0	14	0	0	0	0	0	0	221	50	0	50	271
February,2010	71450	0	71450	56677	5285	0	119	0	119	0	0	0	0	0	2	0	0	0	0	0	0	156	67	0	67	223
March,2010	78620	0	78620	63120	5363	0	166	0	166	0	0	0	0	0	0	0	0	0	0	0	0	286	139	0	139	425
April,2010	70363	0	70363	63315	7513	0	142	0	142	0	0	0	0	0	15	0	0	0	0	0	0	525	120	0	120	645
May,2010	80770	0	80770	58064	6290	0	46	0	46	0	0	0	0	0	44	0	0	0	0	0	0	209	47	0	47	256
June,2010	75461	0	75461	69722	5555	0	29	0	29	0	0	0	0	0	37	0	0	0	0	0	0	224	71	0	71	295
July,2010	79325	0	79325	68357	5836	0	57	0	57	0	0	0	0	0	54	0	0	0	0	0	0	216	96	0	96	312
August,2010	76074	0	76074	72661	6374	0	62	0	62	0	0	0	0	0	52	0	0	0	0	0	0	207	70	0	70	277
September,2010	78646	0	78646	63695	5405	0	81	0	81	0	0	0	0	0	50	0	0	0	0	0	0	303	79	0	79	382
October,2010	72435	0	72435	73249	7453	0	130	0	130	0	15	0	15	0	55	0	0	0	0	0	0	592	187	0	187	779
November,2010	75794	0	75794	65172	7157	0	190	0	190	0	175	0	175	0	82	0	0	0	0	0	0	264	60	0	60	324
