Data,Organisation unit,Value
Number of people examined - Redness / Conjuctivitis,Barishal District,33.0
Number of people prescribed for spectacles,Naogaon District,1422.0
Number of people examined - Glaucoma,Sirajganj District,365.0
Number of people examined - Retinal disease,Magura District,3.0
Number of people examined - Refractive error,Gopalganj District,10803.0
Number of people examined - Watering/Dacryocystitis,Nilphamari District,231.0
Number of people prescribed for spectacles,Sirajganj District,21260.0
Number of people examined - Retinal disease,Brahmanbaria District,307.0
Number of people examined - Glaucoma,Joypurhat District,397.0
Number of people examined - Refractive error,Manikganj District,5524.0
Number of people examined - Refractive error,Narayanganj District,2133.0
Number of people examined - Glaucoma,Naogaon District,130.0
Number of people prescribed for spectacles,Barishal District,242.0
Number of people examined - Watering/Dacryocystitis,Satkhira District,738.0
Number of people examined - Others,Rangpur District,2856.0
Number of people prescribed for spectacles,Joypurhat District,1325.0
Number of people examined - Watering/Dacryocystitis,Jashore District,5287.0
Number of people examined - Redness / Conjuctivitis,Gopalganj District,10361.0
Number of people examined - Redness / Conjuctivitis,Manikganj District,5164.0
Number of people examined - Others,Noakhali District,2952.0
Number of people received spectacles,Joypurhat District,487.0
Number of people examined - Others,Jashore District,12963.0
Number of people examined - Others,Dinajpur District,1.0
Number of people examined - Retinal disease,Tangail District,74.0
Number of people examined - Watering/Dacryocystitis,Chuadanga District,171.0
Number of people examined - Cataract,Magura District,27.0
Number of people examined - Watering/Dacryocystitis,Munshiganj District,1629.0
Number of people examined - Cataract,Dinajpur District,2379.0
Number of people received spectacles,Kustia District,40.0
Number of people examined - Redness / Conjuctivitis,Sirajganj District,5314.0
Number of people examined - Watering/Dacryocystitis,Bagerhat District,237.0
Number of people examined - Glaucoma,Barishal District,27.0
Number of people examined - Redness / Conjuctivitis,Khulna District,7713.0
Number of people examined - Refractive error,Sherpur District,736.0
Number of people examined - Watering/Dacryocystitis,Kurigram District,8371.0
Number of people examined - Glaucoma,Khulna District,1711.0
Number of people examined - Redness / Conjuctivitis,Sherpur District,1197.0
