Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	208772	1336	210108	412051	30379	32609	489	54	543	62	471	119	590	131	0	130	2	0	0	0	0	220	41	44	85	305
Khulna	173109	241	173350	506304	27935	28836	534	9	543	30	529	8	537	60	3	99	0	0	0	0	0	161	22	72	94	255
Barisal	40965	284	41249	96030	12648	13774	197	4	201	19	83	22	105	27	3	286	0	0	4320	1500	0	134	3	1	4	138
Dhaka	443462	1710	445172	845243	58560	61080	1510	147	1657	155	1864	44	1908	316	55	505	0	0	0	598	116	791	57	140	193	984
Chittagong	195614	1163	196777	509465	31328	29180	673	41	714	65	866	62	928	192	22	329	1	0	210	0	0	267	48	68	111	378
Sylhet	57772	396	58168	112989	7683	7662	191	0	191	4	164	94	258	87	5	10	0	0	0	0	0	145	73	23	96	241
Rangpur	195851	842	196693	251973	23975	24629	302	99	401	58	744	53	797	103	81	506	0	0	0	0	0	81	78	48	126	207
Mymensingh	71516	93	71609	142553	6662	6950	291	10	301	21	419	0	419	51	19	44	0	0	0	0	0	97	1	25	26	123

 
