Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	223921	0	223921	41228	29513	0	142	0	142	0	212	0	212	0	1535	0	0	0	0	0	0	130	124	0	124	254
Khulna	159607	0	159607	19825	27243	0	178	0	178	0	354	0	354	0	547	0	0	0	0	0	0	328	70	0	70	398
Barisal	41124	0	41124	4141	10380	0	78	0	78	0	86	0	86	0	358	0	0	0	0	0	0	204	8	0	8	212
Dhaka	349318	0	349318	153526	55648	0	463	0	463	0	837	0	837	0	1541	0	0	0	0	0	0	651	203	0	203	854
Chittagong	192121	0	192121	48869	36258	0	177	0	177	0	117	0	117	0	598	0	0	0	0	0	0	253	93	0	93	346
Sylhet	21226	0	21226	5529	3783	0	382	0	382	0	103	0	103	0	85	0	0	0	0	0	0	16	69	0	69	85
Rangpur	143261	0	143261	12640	23584	0	115	0	115	0	388	0	388	0	791	0	0	0	0	0	0	153	77	0	77	230
Mymensingh	83549	0	83549	16672	9219	0	85	0	85	0	198	0	198	0	268	0	0	0	0	0	0	103	21	0	21	124

 
