Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	208355	0	208355	100058	26530	0	182	0	182	0	169	0	169	0	946	0	0	0	0	0	0	274	85	0	85	359
Khulna	138413	0	138413	58944	25630	0	147	0	147	0	297	0	297	0	509	0	0	0	0	0	0	210	67	0	67	277
Barisal	39021	0	39021	24176	11043	0	72	0	72	0	72	0	72	0	199	0	0	0	0	0	0	94	15	0	15	109
Dhaka	332128	0	332128	154908	57019	0	631	0	631	0	526	0	526	0	1626	0	0	0	0	0	0	708	212	0	212	920
Chittagong	201407	0	201407	165520	33627	0	182	0	182	0	181	0	181	0	759	0	0	0	0	0	0	206	85	0	85	291
Sylhet	21392	0	21392	23660	4205	0	29	0	29	0	76	0	76	0	98	0	0	0	0	0	0	18	46	0	46	64
Rangpur	131343	0	131343	41542	24489	0	895	0	895	0	360	0	360	0	237	0	0	0	0	0	0	803	40	0	40	843
Mymensingh	80933	0	80933	57925	8776	0	71	0	71	0	226	0	226	0	271	0	0	0	0	0	0	125	6	0	6	131

 
