Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	178043	0	178043	518371	29772	31607	379	24	403	82	501	0	501	139	0	0	0	0	0	0	0	371	118	17	135	506
Khulna	174520	0	174520	469490	30828	31678	421	1	422	29	427	0	427	58	0	0	0	0	0	0	0	256	54	47	101	357
Barisal	56990	0	56990	113045	12118	13099	233	1	234	4	319	0	319	22	0	86	0	0	0	0	0	174	7	4	11	185
Dhaka	433689	0	433689	1219116	61992	66515	1814	8	1822	164	1500	0	1500	131	11	488	0	0	0	0	0	1340	178	121	299	1639
Chittagong	225114	0	225114	637298	42810	43557	536	4	540	37	646	0	646	103	0	207	0	0	0	0	0	207	76	43	119	326
Sylhet	40207	0	40207	100210	6858	7378	88	0	88	8	396	0	396	47	0	0	0	0	0	0	0	95	193	0	193	288
Rangpur	178537	0	178537	366393	29242	30429	259	0	259	16	918	0	918	76	18	0	0	0	0	0	0	172	124	12	136	308
Mymensingh	85519	0	85519	212044	8231	8753	138	0	148	10	210	0	210	27	3	18	0	0	0	0	0	137	8	17	25	162

 
