Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	156229	0	156229	505628	26829	25739	162	0	162	32	648	0	648	106	0	0	0	0	0	0	0	410	189	34	223	633
Khulna	173002	0	173002	493085	30834	33113	233	7	240	32	400	0	400	293	14	7	0	0	0	0	0	256	60	31	91	347
Barisal	56581	0	56581	122361	12286	13388	136	5	141	7	269	0	269	38	2	0	0	0	0	0	0	196	18	4	22	218
Dhaka	436361	0	436361	1122389	58652	62509	954	46	1000	90	801	0	801	129	2	104	0	0	0	0	0	1120	90	72	162	1282
Chittagong	176954	0	176954	653483	43332	45358	320	3	323	62	670	0	670	94	8	39	0	0	0	0	0	103	70	14	84	187
Sylhet	36867	0	36867	96112	6274	6465	76	0	76	6	227	0	227	0	0	0	0	0	0	0	0	98	142	0	142	240
Rangpur	148703	0	148703	302605	24511	25244	153	0	153	23	507	0	507	97	5	14	0	0	0	0	0	271	173	9	182	453
Mymensingh	78356	0	78356	196609	8210	8833	93	0	93	2	160	0	160	57	0	2	0	0	0	0	0	199	10	12	22	221

 
