Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	183759	417	184176	622730	34908	37435	490	35	525	71	495	3	498	126	10	222	0	0	0	0	0	525	48	28	73	598
Khulna	208505	35	208540	501805	36173	37889	582	3	585	44	545	23	568	96	0	227	0	0	0	0	0	188	39	74	109	297
Barisal	41406	124	41530	112891	13261	14486	302	0	302	51	194	39	233	50	3	54	0	0	0	0	0	200	7	9	16	216
Dhaka	444264	220	444484	1217743	68602	73590	2002	84	2086	186	1990	23	2013	271	47	658	0	64	0	2364	68	788	49	126	145	933
Chittagong	178640	152	178792	575393	40871	41934	778	33	811	79	908	12	920	132	0	303	0	0	2850	154	0	172	18	62	41	213
Sylhet	57280	11266	68546	128330	9711	10302	238	0	238	20	328	0	328	65	0	0	0	0	0	1069	0	42	87	0	86	128
Rangpur	204573	96	204669	377080	33677	35116	451	20	471	62	472	0	472	100	2	432	0	0	0	29	29	102	51	32	72	174
Mymensingh	80678	84	80762	206313	9669	10244	328	10	338	29	317	1	318	79	10	3	0	0	0	0	0	107	4	8	11	118

 
