Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	167545	0	167545	433393	23202	22888	282	1	283	31	553	0	553	57	5	0	0	0	0	0	0	374	129	7	136	510
Khulna	162850	0	162850	404727	25017	26486	337	1	338	25	295	0	295	26	4	0	0	0	0	0	0	322	84	37	121	443
Barisal	26157	0	26157	77226	8519	9355	82	0	82	11	34	0	34	0	3	2	0	0	0	0	0	150	2	2	4	154
Dhaka	502627	0	502627	1308050	55349	58204	1290	16	1302	129	755	0	755	69	9	0	0	0	0	0	0	1042	147	59	206	1248
Chittagong	163458	0	163458	692459	39091	38798	513	9	522	63	435	0	435	89	48	4	0	0	0	0	0	183	74	13	87	270
Sylhet	27531	0	27531	80784	5502	7183	84	0	84	12	145	0	145	26	0	22	0	0	0	0	0	125	195	0	195	320
Rangpur	168195	0	168195	294219	22391	21969	363	0	363	40	285	0	285	97	40	0	0	0	0	0	0	389	134	10	144	533
Mymensingh	85206	0	85206	213517	7983	8455	104	0	89	8	101	0	101	49	20	0	0	0	0	0	0	160	8	11	19	179

 
