Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	149298	0	149298	86563	20524	0	264	0	264	0	310	0	310	0	217	0	0	0	0	0	0	290	90	0	90	380
Khulna	147076	0	147076	94725	31389	0	513	0	513	0	659	0	659	0	636	0	0	0	0	0	0	152	108	0	108	260
Barisal	34076	0	34076	47622	8990	0	41	0	41	0	55	0	55	0	410	0	0	0	0	0	0	90	26	0	26	116
Dhaka	309642	0	309642	568044	55151	0	1199	0	1199	0	771	0	771	0	1178	0	0	0	0	0	0	848	304	0	304	1152
Chittagong	166289	0	166289	438048	33266	0	604	0	604	0	461	0	461	0	524	0	0	0	0	0	0	277	177	0	177	454
Sylhet	19170	0	19170	44192	3347	0	49	0	49	0	86	0	86	0	54	0	0	0	0	0	0	44	66	0	66	110
Rangpur	29533	0	29533	32871	3973	0	22	0	22	0	104	0	104	0	426	0	0	0	0	0	0	55	24	0	24	79
Mymensingh	64860	0	64860	64022	7915	0	231	0	231	0	388	0	388	0	48	0	0	0	0	0	0	90	29	0	29	119

 
