Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	155296	0	155296	455927	34566	18627	244	0	244	29	494	0	494	38	4	0	0	0	0	0	0	364	162	7	169	533
Khulna	195553	0	195553	562904	31731	32057	238	8	246	33	295	0	295	45	8	0	0	0	0	0	0	532	75	33	108	640
Barisal	46524	0	46524	100853	9326	10188	181	0	181	16	120	0	120	35	4	0	0	0	0	0	0	307	6	3	9	316
Dhaka	403055	0	403055	1120419	56129	59288	860	40	860	74	582	0	582	61	4	0	0	0	0	0	0	1131	154	77	210	1341
Chittagong	163722	0	163722	701737	40282	39833	364	13	376	38	330	0	330	122	43	19	0	0	0	0	0	221	39	6	45	266
Sylhet	29492	0	29492	75493	5380	5575	63	0	63	3	122	0	122	20	0	47	0	0	0	0	0	107	147	4	151	258
Rangpur	164024	0	164024	280952	24654	25492	173	2	175	47	312	0	312	91	3	0	0	0	0	0	0	360	125	14	139	499
Mymensingh	81000	0	81000	206338	7295	6614	66	0	66	4	198	0	198	52	6	0	0	0	0	0	0	166	8	5	11	177

 
