Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	194757	70	194827	640069	34782	37036	341	26	367	64	476	7	483	171	16	70	0	0	0	158	0	486	81	34	109	595
Khulna	197305	108	197413	517198	35542	37853	431	2	433	32	523	11	534	76	0	44	0	0	0	0	0	155	64	54	101	256
Barisal	39336	132	39468	118315	13893	15206	233	0	233	8	183	8	191	34	1	243	0	0	6340	680	0	172	3	7	9	181
Dhaka	419658	56190	475848	1210512	70276	69828	1542	57	1599	145	1713	18	1731	325	14	1230	0	19	0	2060	19	799	45	118	162	961
Chittagong	181523	316	181839	582259	41658	44486	500	26	526	111	838	13	851	242	10	392	0	0	4080	0	0	191	45	44	75	266
Sylhet	55999	2	56001	140102	9707	10270	110	0	110	3	240	0	240	1	0	133	0	0	0	591	0	36	78	7	75	111
Rangpur	201939	113	202052	351573	32933	34175	339	1	340	38	571	0	571	129	4	6790	0	0	0	75	0	116	82	65	130	246
Mymensingh	80214	45	80259	203553	9307	9981	226	0	226	9	354	0	354	98	0	111	9	0	0	170	27	107	3	16	18	125

 
