Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	168019	0	168019	187326	21787	0	95	0	95	0	14	0	14	0	454	0	0	0	0	0	0	305	69	0	69	374
Khulna	117028	0	117028	154237	20191	0	77	0	77	0	74	0	74	0	814	0	0	0	0	0	0	258	63	0	63	321
Barisal	34050	0	34050	45588	8136	0	27	0	27	0	38	0	38	0	1534	0	0	0	0	0	0	27	12	0	12	39
Dhaka	226325	0	226325	627703	46152	0	352	0	352	0	168	0	168	0	935	0	0	0	0	0	0	529	211	0	211	740
Chittagong	152125	0	152125	417355	26889	0	108	0	108	0	59	0	59	0	386	0	0	0	0	0	0	128	71	0	71	199
Sylhet	15674	0	15674	50601	2784	0	12	0	12	0	5	0	5	0	58	0	0	0	0	0	0	39	20	0	20	59
Rangpur	123191	0	123191	136077	20197	0	94	0	94	0	52	0	52	0	563	0	0	0	0	0	0	302	53	0	53	355
Mymensingh	64904	0	64904	97341	7005	0	55	0	55	0	80	0	80	0	27	0	0	0	0	0	0	76	13	0	13	89

 
