Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	212913	0	212913	163048	28499	0	168	0	168	0	105	0	105	0	1251	0	0	0	0	0	0	294	61	0	61	355
Khulna	150525	0	150525	159741	26774	0	112	0	112	0	174	0	174	0	817	0	0	0	0	0	0	423	26	0	26	449
Barisal	41166	0	41166	24208	11267	0	42	0	42	0	59	0	59	0	124	0	0	0	0	0	0	185	29	0	29	214
Dhaka	352098	0	352098	511025	61498	0	637	0	637	0	193	0	193	0	1392	0	0	0	0	0	0	552	277	0	277	829
Chittagong	207696	0	207696	289990	38326	0	194	0	194	0	120	0	120	0	905	0	0	0	0	0	0	126	46	0	46	172
Sylhet	24864	0	24864	37594	4257	0	21	0	21	0	113	0	113	0	52	0	0	0	0	0	0	171	86	0	86	257
Rangpur	137027	0	137027	63369	25739	0	107	0	107	0	219	0	219	0	851	0	0	0	0	0	0	144	137	0	137	281
Mymensingh	82374	0	82374	122778	8865	0	73	0	73	0	150	0	150	0	97	0	0	0	0	0	0	44	17	0	17	61

 
