Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	198566	1612	200178	251224	34687	37626	151	29	180	54	415	28	443	278	0	320	0	0	0	0	0	165	53	35	87	252
Khulna	102728	518	103246	274395	33428	35552	196	3	199	16	284	0	284	94	7	131	0	0	0	1120	10	42	15	51	66	108
Barisal	33701	665	34366	66050	13744	14842	78	0	78	5	135	14	149	21	14	234	0	0	0	0	0	132	4	0	4	136
Dhaka	366624	3556	370180	505180	65196	68095	622	38	660	127	1408	15	1423	369	6	612	126	0	0	4	7	478	40	128	195	673
Chittagong	186087	1254	187341	158851	33432	33905	269	13	282	35	626	24	650	175	29	460	0	0	6	0	0	238	10	83	91	329
Sylhet	23863	406	24269	4884	8876	9197	64	9	73	8	261	2	263	44	0	0	0	0	0	0	0	56	42	11	53	109
Rangpur	97532	698	98230	108901	26267	27064	91	11	102	56	657	2	659	116	2	134	0	0	0	0	0	69	74	50	104	173
Mymensingh	42191	392	42583	58647	7103	7794	79	0	79	8	271	3	274	58	11	0	0	0	0	0	0	43	2	27	29	72

 
