Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	190903	1372	192275	272980	33206	34343	273	36	309	54	452	73	525	200	41	165	0	0	0	0	0	221	68	51	119	340
Khulna	82664	239	82903	342900	29466	31273	257	7	264	36	466	0	466	73	2	60	0	0	0	2500	10	155	24	62	86	241
Barisal	31434	1407	32841	95750	13268	14284	132	0	132	2	100	6	106	21	67	210	0	0	40	15	0	111	3	0	3	114
Dhaka	284078	2143	286221	729507	61486	64271	1040	62	1102	125	1654	14	1668	388	40	399	0	0	0	248	108	706	39	120	157	863
Chittagong	189636	1950	191586	313024	33943	34430	390	28	418	54	607	2	609	169	21	565	0	0	0	0	11	212	18	77	93	305
Sylhet	35914	1215	37129	50197	8467	8478	84	7	91	13	179	93	272	77	0	0	0	0	0	0	0	113	57	16	73	186
Rangpur	104980	887	105867	118302	25122	26247	191	14	205	50	717	5	722	120	56	438	0	0	0	0	0	78	74	40	114	192
Mymensingh	29322	325	29647	58735	7211	7716	120	8	128	11	272	0	272	33	61	68	0	0	0	0	0	55	2	18	20	75

 
