Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	187498	0	187498	444977	29228	0	221	0	221	0	0	0	0	0	0	0	0	0	0	0	0	697	166	0	166	863
Khulna	188410	0	188410	426395	31345	0	213	0	213	0	0	0	0	0	7	0	0	0	0	0	0	719	94	0	94	813
Barisal	49409	0	49409	88875	12868	0	108	0	108	0	116	0	116	0	0	0	0	0	0	0	0	132	14	0	14	146
Dhaka	460118	0	460118	1113597	74982	0	431	0	431	0	12	0	12	0	47	0	0	0	0	0	0	977	218	0	218	1195
Chittagong	196324	0	196324	733436	48749	0	225	0	225	0	266	0	266	0	3	0	0	0	0	0	0	278	113	0	113	391
Sylhet	23648	0	23648	76697	4662	0	49	0	49	0	101	0	101	0	0	0	0	0	0	0	0	104	194	0	194	298
Rangpur	185002	0	185002	235934	27330	0	125	0	125	0	0	0	0	0	0	0	0	0	0	0	0	496	218	0	218	714
Mymensingh	88101	0	88101	176754	13947	0	276	0	276	0	0	0	0	0	4	0	0	0	0	0	0	224	18	0	18	242

 
