Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	111095	0	111095	281483	23454	0	87	0	87	0	0	0	0	0	545	0	0	0	0	0	0	276	80	0	80	356
Khulna	85700	0	85700	219765	19095	0	55	0	55	0	26	0	26	0	698	0	0	0	0	0	0	298	84	0	84	382
Barisal	28217	0	28217	50485	9845	0	24	0	24	0	0	0	0	0	1689	0	0	0	0	0	0	34	12	0	12	46
Dhaka	177867	0	177867	673919	43303	0	199	0	199	0	120	0	120	0	1741	0	0	0	0	0	0	598	208	0	208	806
Chittagong	152018	0	152018	407213	26937	0	120	0	120	0	3	0	3	0	404	0	0	0	0	0	0	240	96	0	96	336
Sylhet	9307	0	9307	75373	3045	0	60	0	60	0	2	0	2	0	98	0	0	0	0	0	0	31	35	0	35	66
Rangpur	70836	0	70836	199910	18890	0	57	0	57	0	0	0	0	0	702	0	0	0	0	0	0	406	54	0	54	460
Mymensingh	37922	0	37922	231084	7491	0	30	0	30	0	4	0	4	0	670	0	0	0	0	0	0	68	27	0	27	95

 
