Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	225398	175	225573	653319	36663	38915	353	22	375	79	340	2	342	224	8	66	0	0	0	0	0	218	35	51	86	304
Khulna	190340	137	190477	484369	33552	35678	375	19	394	59	366	42	408	118	16	79	0	0	1660	4580	0	98	26	93	115	213
Barisal	44777	370	45147	107322	15173	16394	164	1	165	5	121	18	139	61	6	280	0	0	3960	4470	0	122	1	13	14	136
Dhaka	475441	1481	476922	1174557	66990	70580	1559	141	1700	182	1498	48	1546	377	22	513	0	0	0	1500	0	484	90	96	183	667
Chittagong	189945	802	190747	626190	41267	42560	587	39	626	64	738	94	832	130	86	227	0	0	1692	0	0	207	39	38	77	284
Sylhet	62958	893	63851	151118	10974	11472	113	13	126	9	269	1	270	102	5	10	0	0	0	500	0	46	103	13	116	162
Rangpur	220507	552	221059	370180	34110	35107	331	1	332	59	567	0	567	162	20	512	0	0	0	0	0	52	84	28	97	149
Mymensingh	78185	412	78597	188039	9890	10409	183	10	193	4	305	5	310	28	2	63	0	0	0	0	0	74	5	11	16	90

 
