Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	203274	200	203474	689274	35997	38737	304	24	328	75	351	0	351	76	2	6	0	0	0	0	0	611	39	32	71	682
Khulna	220011	27	220038	531556	36613	38951	341	3	344	48	334	15	349	67	10	62	0	0	0	1082	0	163	27	68	121	284
Barisal	36707	16	36723	114274	13539	14765	170	0	170	13	136	10	146	30	9	10	0	0	0	0	0	143	1	6	6	149
Dhaka	437647	298	437945	1219793	66374	70758	1278	73	1351	158	1285	15	1300	273	26	623	0	0	0	81	98	741	97	120	147	888
Chittagong	183134	753	183887	572418	38869	40016	449	16	465	69	445	29	474	86	4	121	0	0	0	790	0	215	5	66	68	283
Sylhet	54874	4598	59472	138644	9395	10767	155	0	155	2	271	0	271	5	0	0	0	0	0	986	0	53	44	0	44	97
Rangpur	213342	62	213404	387172	31279	33170	252	2	254	45	184	0	184	83	8	156	0	0	0	0	109	96	88	27	100	196
Mymensingh	82622	116	82738	206659	9366	9932	198	0	198	10	214	1	215	52	0	48	0	0	0	3338	123	119	9	13	9	128

 
