Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	222578	149	222727	702460	35963	38442	286	20	306	84	264	171	435	131	10	213	0	0	0	0	0	459	54	56	110	569
Khulna	183474	62	183536	493855	33903	35739	334	12	346	50	438	12	450	93	10	44	0	0	0	81	6	113	18	79	97	210
Barisal	37402	91	37493	110415	13922	15299	129	0	129	17	109	31	140	19	1	178	0	0	2430	5000	0	157	5	2	7	164
Dhaka	451960	459	452419	1415009	67961	72244	1579	100	1679	186	1278	241	1519	231	6	245	0	0	0	850	80	562	30	156	186	748
Chittagong	187481	646	188127	623955	41140	44640	496	40	536	36	534	162	696	179	14	271	123	0	0	1269	86	228	10	56	107	335
Sylhet	55397	10	55407	136004	10147	10875	164	0	164	6	255	0	255	60	0	0	0	0	0	0	0	38	169	0	169	207
Rangpur	205552	108	205660	389389	31139	32772	308	3	311	39	488	17	505	89	2	98	0	0	0	0	2	104	75	37	112	216
Mymensingh	82316	54	82370	233360	9275	9948	191	2	193	25	216	0	216	28	1	4	0	0	0	2041	0	90	1	21	22	112

 
