Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	230420	0	230420	195961	28888	0	229	0	229	0	44	0	44	0	3098	0	0	0	0	0	0	226	48	0	48	274
Khulna	152113	0	152113	207036	29373	0	142	0	142	0	234	0	234	0	1982	0	0	0	0	0	0	287	43	0	43	330
Barisal	30488	0	30488	55365	10856	0	61	0	61	0	42	0	42	0	818	0	0	0	0	0	0	198	13	0	13	211
Dhaka	324891	0	324891	517810	63529	0	741	0	741	0	62	0	62	0	977	0	0	0	0	0	0	677	1028	0	1028	1705
Chittagong	194024	0	194024	426669	43697	0	239	0	239	0	155	0	155	0	11491	0	0	0	0	0	0	275	67	0	67	342
Sylhet	22139	0	22139	44417	4603	0	40	0	40	0	56	0	56	0	176	0	0	0	0	0	0	38	76	0	76	114
Rangpur	146535	0	146535	94030	24158	0	107	0	107	0	44	0	44	0	502	0	0	0	0	0	0	113	125	0	125	238
Mymensingh	69617	0	69617	112818	10249	0	61	0	61	0	19	0	19	0	349	0	0	0	0	0	0	45	17	0	17	62

 
