Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	190826	105	190931	607741	31184	33798	345	14	359	54	505	2	507	173	26	186	0	0	0	0	0	481	85	28	102	583
Khulna	187084	110	187194	492959	35342	37174	359	11	370	52	489	24	513	106	1	13	14	0	0	0	0	183	46	57	90	273
Barisal	38500	181	38681	119424	13010	14394	257	0	257	8	201	1	202	44	4	328	0	0	11430	1280	0	179	6	5	11	190
Dhaka	331083	273	331356	932067	49535	53414	1046	30	1076	122	1047	20	1067	150	41	1205	0	23	0	1200	55	615	51	55	85	700
Chittagong	175519	7504	183023	585882	40782	42039	512	25	537	20	903	3	906	147	0	226	0	0	1800	8	0	183	26	69	72	255
Sylhet	51191	0	51191	128146	9275	9605	107	0	107	4	198	0	198	74	0	319	0	0	0	0	4	53	71	0	71	124
Rangpur	187601	112	187713	355009	30105	31981	304	0	304	42	499	2	501	97	0	147	0	0	3241	397	2	132	53	14	56	188
Mymensingh	78339	110	78449	190375	9022	9725	202	2	204	7	317	1	318	63	8	152	0	0	0	1015	12	100	1	14	2	102

 
