Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	199187	2003	201190	312815	29654	32738	171	5	176	48	153	25	178	135	1	291	0	0	0	0	0	75	35	20	55	130
Khulna	158729	345	159074	222777	29873	32069	121	0	121	17	137	8	145	61	4	27	0	0	0	0	0	33	12	46	58	91
Barisal	35683	265	35948	43316	14237	15602	50	1	51	4	37	0	37	11	32	151	0	0	0	0	0	74	3	0	3	77
Dhaka	379599	2475	382074	528953	54694	57637	493	31	524	135	769	10	779	260	11	783	0	100	0	305	72	322	26	146	167	489
Chittagong	169603	1671	171274	194022	30092	30911	293	18	311	28	364	5	369	80	37	257	0	0	0	0	0	200	11	108	119	319
Sylhet	46108	886	46994	16517	9434	9853	42	4	46	4	161	2	163	46	0	0	0	0	0	0	0	59	42	8	50	109
Rangpur	98108	596	98704	151535	24381	24822	155	3	158	56	309	1	310	32	26	194	0	0	0	930	1	52	64	45	114	166
Mymensingh	51627	120	51747	60302	6530	7019	67	0	67	3	176	5	181	21	2	54	0	0	0	0	0	9	11	13	24	33

 
