Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	225270	0	225270	303999	32355	0	428	0	428	0	5	0	5	0	533	0	0	0	0	0	0	374	208	0	208	582
Khulna	143856	0	143856	247461	28271	0	369	0	369	0	66	0	66	0	761	0	0	0	0	0	0	692	139	0	139	831
Barisal	31104	0	31104	36563	10419	0	98	0	98	0	0	0	0	0	758	0	0	0	0	0	0	257	22	0	22	279
Dhaka	346223	0	346223	657240	68009	0	1071	0	1071	0	58	0	58	0	756	0	0	0	0	0	0	914	364	0	364	1278
Chittagong	192146	0	192146	490578	45249	0	395	0	395	0	115	0	115	0	734	0	0	0	0	0	0	295	132	0	132	427
Sylhet	22556	0	22556	61969	4660	0	59	0	59	0	7	0	7	0	200	0	0	0	0	0	0	102	120	0	120	222
Rangpur	166678	0	166678	145702	30076	0	330	0	330	0	25	0	25	0	352	0	0	0	0	0	0	580	158	0	158	738
Mymensingh	83349	0	83349	140497	10735	0	259	0	259	0	5	0	5	0	68	0	0	0	0	0	0	118	53	0	53	171

 
