Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	199923	797	200720	665817	33560	36098	319	18	337	64	405	15	420	155	3	8	0	0	0	0	0	462	46	38	84	546
Khulna	199975	47	200022	477371	34218	36381	344	6	350	40	415	18	433	84	5	40	0	0	0	0	0	156	25	81	106	262
Barisal	37461	13	37474	104783	13290	14475	195	2	197	11	182	9	191	50	1	4	0	0	0	1200	0	121	5	6	11	132
Dhaka	471507	12537	484044	1157205	64871	69104	1263	76	1339	229	1324	41	1365	315	15	339	4	31	0	53	74	650	108	147	236	886
Chittagong	182838	405	183243	579190	39474	40241	526	18	544	32	630	32	662	177	3	14	0	0	1040	35	22	194	22	55	59	253
Sylhet	54019	0	54019	121578	9810	10493	178	0	178	6	328	0	328	9	0	0	0	0	0	886	0	22	57	0	57	79
Rangpur	204119	69	204188	370911	30956	32556	361	0	361	48	340	0	340	121	3	0	0	0	0	0	128	86	80	51	128	214
Mymensingh	79971	62	80033	203270	8498	9144	195	0	195	8	245	3	248	74	0	0	0	0	0	1073	169	76	1	13	14	90

 
