Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	264508	0	264508	574717	34159	0	307	0	307	0	247	0	247	0	12	0	0	0	0	0	0	687	202	0	202	889
Khulna	187950	0	187950	390545	28365	0	267	0	267	0	252	0	252	0	13	0	0	0	0	0	0	398	124	0	124	522
Barisal	38970	0	38970	80704	10770	0	114	0	114	0	59	0	59	0	30	0	0	0	0	0	0	161	9	0	9	170
Dhaka	456758	0	456758	1285094	71124	0	1367	0	1367	0	532	0	532	0	2	0	0	0	0	0	0	1529	334	0	334	1863
Chittagong	202368	0	202368	685877	48508	0	339	0	339	0	277	0	277	0	15	0	0	0	0	0	0	219	80	0	80	299
Sylhet	26021	0	26021	96555	6630	0	52	0	52	0	163	0	163	0	0	0	0	0	0	0	0	182	303	0	303	485
Rangpur	123817	0	123817	226645	22614	0	120	0	120	0	540	0	540	0	24	0	0	0	0	0	0	451	202	0	202	653
Mymensingh	49914	0	49914	110375	3994	0	42	0	42	0	58	0	58	0	0	0	0	0	0	0	0	142	9	0	9	151

 
