Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	126916	0	126916	333269	19068	19198	524	1	131	18	267	0	267	47	2	0	0	0	0	0	0	458	154	0	154	612
Khulna	175296	0	175296	460717	27036	29216	181	5	176	28	242	0	242	21	1	0	0	0	0	0	0	339	57	28	85	424
Barisal	32260	0	32260	80718	8484	9443	73	1	74	1	119	0	119	22	2	0	0	0	0	0	0	133	7	8	15	148
Dhaka	386621	0	386621	1086827	51243	54222	733	5	741	75	603	0	603	30	4	26	0	0	0	0	0	1005	209	52	261	1266
Chittagong	182818	0	182818	770554	39937	44634	272	6	277	31	367	0	367	86	30	5	0	0	0	0	0	226	59	18	77	303
Sylhet	27214	0	27214	80659	5280	5726	41	1	42	3	105	0	105	18	1	8	0	0	0	0	0	119	121	10	131	250
Rangpur	111645	0	111645	177214	15724	16063	191	0	191	19	214	0	214	32	35	0	0	0	0	0	0	210	84	9	93	303
Mymensingh	84428	0	84428	222073	8152	8740	68	4	72	6	119	0	119	30	1	3	0	0	0	0	0	162	2	16	18	180

 
