Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	265640	0	265640	458462	26662	0	283	0	283	0	56	0	56	0	4	0	0	0	0	0	0	899	302	0	302	1201
Khulna	185114	0	185114	439210	29992	0	313	0	313	0	98	0	98	0	14	0	0	0	0	0	0	483	112	0	112	595
Barisal	53154	0	53154	109019	12939	0	207	0	207	0	193	0	193	0	0	0	0	0	0	0	0	230	23	0	23	253
Dhaka	440473	0	440473	1042585	66646	0	925	0	925	0	240	0	240	0	17	0	0	0	0	0	0	1302	321	0	321	1623
Chittagong	201489	0	201489	737149	46789	0	341	0	341	0	369	0	369	0	17	0	0	0	0	0	0	375	97	0	97	472
Sylhet	21497	0	21497	62346	5190	0	56	0	56	0	61	0	61	0	3	0	0	0	0	0	0	236	247	0	247	483
Rangpur	153056	0	153056	282343	23294	0	197	0	197	0	43	0	43	0	14	0	0	0	0	0	0	490	209	0	209	699
Mymensingh	89728	0	89728	236427	8939	0	173	0	173	0	135	0	135	0	4	0	0	0	0	0	0	239	25	0	25	264

 
