Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	230174	558	230732	739933	35729	38681	352	23	375	61	465	54	519	250	46	37	0	0	0	0	0	465	47	50	97	562
Khulna	191738	39	191777	514802	34353	36169	366	1	367	41	487	23	510	109	0	20	0	0	0	1890	0	104	31	55	86	190
Barisal	40251	62	40313	117696	14286	15718	131	0	131	8	80	52	132	27	0	288	0	0	227	6540	0	152	3	2	5	157
Dhaka	500202	11745	511947	1271514	68574	71641	1634	146	1780	221	1776	193	1969	437	55	358	0	0	0	224	53	637	54	133	162	799
Chittagong	190777	793	191570	639716	39439	40598	533	27	560	39	665	177	842	152	4	307	36	0	660	225	113	183	9	58	66	249
Sylhet	59696	323	60019	154752	10212	10623	106	34	140	75	160	0	160	0	0	0	0	0	0	16	0	25	74	22	96	121
Rangpur	209865	145	210010	409380	33244	34143	437	0	437	37	693	0	693	166	4	449	0	0	0	0	0	89	69	46	112	201
Mymensingh	86457	120	86577	231762	9626	10338	218	17	235	11	339	2	341	25	0	25	0	0	0	1350	99	100	2	16	18	118

 
