Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	215291	0	215291	26746	26917	0	205	0	205	0	177	0	177	0	1144	0	0	0	0	0	0	119	175	0	175	294
Khulna	152552	0	152552	15587	27036	0	160	0	160	0	297	0	297	0	667	0	0	0	0	0	0	331	79	0	79	410
Barisal	34234	0	34234	13220	9677	0	75	0	75	0	81	0	81	0	181	0	0	0	0	0	0	132	8	0	8	140
Dhaka	357099	0	357099	68607	59018	0	667	0	667	0	839	0	839	0	1529	0	0	0	0	0	0	815	278	0	278	1093
Chittagong	186287	0	186287	111065	35803	0	199	0	199	0	170	0	170	0	1314	0	0	0	0	0	0	279	112	0	112	391
Sylhet	25394	0	25394	8604	4330	0	29	0	29	0	178	0	178	0	88	0	0	0	0	0	0	24	87	0	87	111
Rangpur	91985	0	91985	8658	18394	0	244	0	244	0	583	0	583	0	1010	0	0	0	0	0	0	154	111	0	111	265
Mymensingh	87069	0	87069	23219	9516	0	73	0	73	0	259	0	259	0	2261	0	0	0	0	0	0	138	13	0	13	151

 
