Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	268666	0	268666	517023	32188	0	253	0	253	0	332	0	332	0	3	0	0	0	0	0	0	600	257	0	257	857
Khulna	202380	0	202380	435451	29790	0	221	0	221	0	254	0	254	0	13	0	0	0	0	0	0	586	154	0	154	740
Barisal	88815	0	88815	109917	11521	0	154	0	154	0	159	0	159	0	15	0	0	0	0	0	0	251	30	0	30	281
Dhaka	468729	0	468729	967872	64862	0	1077	0	1077	0	804	0	804	0	138	0	0	0	0	0	0	1246	287	0	287	1533
Chittagong	220137	0	220137	744346	49015	0	290	0	290	0	372	0	372	0	0	0	0	0	0	0	0	348	118	0	118	466
Sylhet	21303	0	21303	73780	4584	0	47	0	47	0	107	0	107	0	1	0	0	0	0	0	0	296	284	0	284	580
Rangpur	153450	0	153450	282038	27802	0	175	0	175	0	226	0	226	0	1	0	0	0	0	0	0	491	181	0	181	672
Mymensingh	96406	0	96406	196395	8907	0	175	0	175	0	101	0	101	0	6	0	0	0	0	0	0	208	24	0	24	232

 
