Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	185800	274	186074	630210	32052	34168	300	13	313	72	538	2	540	151	30	156	0	0	0	0	0	458	29	31	67	525
Khulna	178173	114	178287	506347	33861	35878	313	6	319	38	404	29	433	64	1	65	67	0	0	0	0	191	45	50	125	316
Barisal	38365	80	38445	111956	13228	14334	210	0	210	11	140	2	142	45	13	338	0	0	330	2220	0	174	1	11	12	186
Dhaka	405835	85	405920	1170413	60422	64904	1243	62	1305	153	1383	0	1383	231	28	995	0	195	0	398	17	794	62	128	181	975
Chittagong	175880	172	176052	549895	40015	41408	428	29	457	52	750	12	762	151	2	350	39	0	2250	15	15	226	41	40	68	294
Sylhet	49217	0	49217	125312	8280	8860	94	0	94	6	156	0	156	73	0	27	0	0	0	0	261	31	47	0	40	71
Rangpur	183093	51	183144	322120	30302	31492	272	8	280	73	464	0	464	103	39	144	5	0	4320	4613	22	119	68	13	74	193
Mymensingh	85500	47	85547	224423	9515	10072	151	0	151	3	269	4	273	0	0	24	0	0	0	0	0	98	5	21	11	109

 
