Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	217818	0	217818	308889	32911	0	261	0	261	0	1	0	1	0	144	0	0	0	0	0	0	262	78	0	78	340
Khulna	165471	0	165471	257356	30887	0	208	0	208	0	28	0	28	0	346	0	0	0	0	0	0	396	55	0	55	451
Barisal	40745	0	40745	42657	10587	0	167	0	167	0	2	0	2	0	53	0	0	0	0	0	0	206	19	0	19	225
Dhaka	345356	0	345356	652513	73826	0	725	0	725	0	42	0	42	0	84	0	0	0	0	0	0	716	216	0	216	932
Chittagong	173027	0	173027	456604	41944	0	250	0	250	0	21	0	21	0	18	0	0	0	0	0	0	281	83	0	83	364
Sylhet	24030	0	24030	73501	4941	0	39	0	39	0	2	0	2	0	120	0	0	0	0	0	0	237	173	0	173	410
Rangpur	162982	0	162982	147628	29657	0	205	0	205	0	7	0	7	0	257	0	0	0	0	0	0	506	195	0	195	701
Mymensingh	138698	0	138698	156065	12043	0	131	0	131	0	3	0	3	0	19	0	0	0	0	0	0	92	7	0	7	99

 
