Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	207965	0	207965	166834	29966	0	186	0	186	0	53	0	53	0	1765	0	0	0	0	0	0	256	88	0	88	344
Khulna	148039	0	148039	193203	27092	0	179	0	179	0	210	0	210	0	708	0	0	0	0	0	0	529	53	0	53	582
Barisal	34154	0	34154	35124	9974	0	50	0	50	0	32	0	32	0	96	0	0	0	0	0	0	172	7	0	7	179
Dhaka	342916	0	342916	536817	58447	0	660	0	660	0	245	0	245	0	1216	0	0	0	0	0	0	495	233	0	233	728
Chittagong	196317	0	196317	383849	38514	0	216	0	216	0	97	0	97	0	1138	0	0	0	0	0	0	214	62	0	62	276
Sylhet	25234	0	25234	45734	3884	0	44	0	44	0	80	0	80	0	124	0	0	0	0	0	0	125	61	0	61	186
Rangpur	147039	0	147039	82005	24110	0	140	0	140	0	169	0	169	0	979	0	0	0	0	0	0	133	87	0	87	220
Mymensingh	90799	0	90799	134155	9831	0	82	0	82	0	106	0	106	0	111	0	0	0	0	0	0	65	8	0	8	73

 
