Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	203341	1955	205296	352821	31218	33530	251	0	251	34	354	52	406	104	0	242	0	0	0	0	0	124	60	33	93	217
Khulna	174224	433	174657	282624	32134	34769	224	0	224	11	205	1	206	68	1	20	0	0	0	0	0	108	16	65	81	189
Barisal	35986	532	36518	63387	14665	15910	61	0	61	3	108	0	108	11	34	345	0	0	0	0	0	175	4	0	4	179
Dhaka	419865	2952	422817	628589	61041	64055	765	26	791	193	1045	31	1076	305	26	651	0	0	0	334	97	634	36	142	175	809
Chittagong	179741	1762	181503	318563	34131	35000	414	75	489	54	595	12	607	212	17	475	0	0	2500	65	0	250	31	133	161	411
Sylhet	53501	848	54349	24004	10582	11022	57	2	59	10	71	12	83	33	61	0	0	0	0	0	0	92	124	8	132	224
Rangpur	126201	863	127064	176376	28953	30233	230	10	240	75	495	8	503	82	20	315	0	0	0	215	0	58	95	42	139	197
Mymensingh	60732	294	61026	68172	7302	7971	53	1	54	5	138	6	144	2	2	119	0	0	0	0	0	28	1	15	16	44

 
