Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	239117	48	239165	743316	38170	41098	391	20	411	74	446	19	465	259	130	284	0	0	0	0	0	368	77	47	121	489
Khulna	196720	69	196789	538689	36368	40058	376	6	382	48	502	1	503	129	4	20	0	0	0	2520	0	109	40	74	112	221
Barisal	41417	126	41543	122948	14562	15725	158	2	160	7	107	41	148	23	25	296	0	0	0	2670	0	111	1	1	2	113
Dhaka	481943	1005	482948	1430413	71637	75624	1714	127	1841	222	1837	148	1985	242	44	290	0	0	0	0	64	697	55	136	182	879
Chittagong	198508	1257	199765	681989	41663	43252	574	26	600	83	681	182	863	169	15	523	0	0	878	209	23	215	38	49	87	302
Sylhet	54345	320	54665	139432	10216	10579	139	28	167	11	146	20	166	67	0	0	5	0	0	0	0	40	89	15	104	144
Rangpur	217059	1649	218708	408721	33894	35405	427	7	434	37	892	27	919	153	17	691	0	0	0	0	1	79	104	51	155	234
Mymensingh	85453	64	85517	226542	9200	9726	208	10	218	9	447	5	452	30	1	14	0	0	270	461	4	97	3	18	20	117

 
