Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	216770	1424	218194	534482	26958	29800	331	25	356	58	316	190	506	138	9	254	0	0	0	0	0	214	51	62	113	327
Khulna	210192	126	210318	532808	30338	31167	349	0	349	39	447	0	447	59	8	120	2	0	0	0	0	163	21	84	105	268
Barisal	40338	381	40719	101706	12830	14000	150	0	150	2	109	27	136	38	7	312	0	0	0	4650	0	149	2	2	4	153
Dhaka	468907	1961	470868	926786	58586	59670	1548	78	1626	177	1846	41	1887	278	19	421	0	0	0	2366	92	651	52	164	216	867
Chittagong	191243	1022	192265	597714	32125	28819	395	23	418	64	787	40	827	164	20	257	4	0	216	539	0	282	39	58	97	379
Sylhet	64168	73	64241	123987	10358	4636	117	10	127	1	207	37	244	78	5	26	0	0	0	0	0	118	105	11	116	234
Rangpur	205557	634	206191	315489	23070	23357	317	4	321	53	684	5	689	119	5	423	0	0	0	0	0	102	91	36	127	229
Mymensingh	72268	207	72475	179076	7586	7088	175	2	177	9	339	0	339	4	10	59	0	0	0	0	0	116	0	16	16	132

 
