Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	268872	0	268872	441621	30308	0	319	0	319	0	409	0	409	0	8	0	0	0	0	0	0	343	142	0	142	485
Khulna	200701	0	200701	469269	30580	0	306	0	306	0	465	0	465	0	14	0	0	0	0	0	0	451	103	0	103	554
Barisal	52862	0	52862	119147	12399	0	217	0	217	0	187	0	187	0	0	0	0	0	0	0	0	217	17	0	17	234
Dhaka	417961	0	417961	965655	62340	0	1296	0	1296	0	976	0	976	0	65	0	0	0	0	0	0	1358	307	0	307	1665
Chittagong	213141	0	213141	749718	46639	0	480	0	480	0	449	0	449	0	26	0	0	0	0	0	0	291	95	0	95	386
Sylhet	23325	0	23325	63505	4690	0	68	0	68	0	98	0	98	0	5	0	0	0	0	0	0	89	171	0	171	260
Rangpur	158053	0	158053	304332	23784	0	213	0	213	0	375	0	375	0	10	0	0	0	0	0	0	199	109	0	109	308
Mymensingh	94690	0	94690	219371	8989	0	101	0	101	0	120	0	120	0	1	0	0	0	0	0	0	170	18	0	18	188

 
