Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	196917	1081	197998	311579	32000	34654	376	62	438	84	634	96	730	178	4	391	0	0	0	0	0	225	52	51	103	328
Khulna	142558	352	142910	434271	32487	34079	446	29	475	32	592	4	596	60	7	105	0	0	0	0	0	176	24	84	108	284
Barisal	36737	457	37194	94390	13390	14343	185	0	185	1	160	18	178	29	4	234	0	0	640	0	23	130	4	0	4	134
Dhaka	345535	2600	348135	878396	64017	66869	1360	111	1471	133	2151	11	2162	375	39	527	0	0	0	189	112	845	55	148	191	1036
Chittagong	199074	1110	200184	428178	35660	35370	594	50	644	69	1002	69	1071	189	43	386	2	0	28	0	0	242	16	105	117	359
Sylhet	42232	264	42496	86547	8524	7690	144	7	151	7	192	76	268	39	16	20	0	0	0	70	0	151	91	24	115	266
Rangpur	160406	758	161164	119705	24547	25310	301	31	332	91	927	4	931	154	26	305	0	0	0	0	1	85	72	41	107	192
Mymensingh	45707	437	46144	82879	7126	7514	221	13	234	5	389	0	389	42	9	87	0	0	0	0	0	10	2	21	23	33

 
