Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	252871	0	252871	501115	33005	0	355	0	355	0	209	0	209	0	0	0	0	0	0	0	0	1453	357	0	357	1810
Khulna	248819	0	248819	522675	37710	0	354	0	354	0	306	0	306	0	45	0	0	0	0	0	0	754	221	0	221	975
Barisal	52487	0	52487	110847	10950	0	155	0	155	0	165	0	165	0	1	0	0	0	0	0	0	332	26	0	26	358
Dhaka	461486	0	461486	1087203	71639	0	933	0	933	0	477	0	477	0	48	0	0	0	0	0	0	2025	384	0	384	2409
Chittagong	215571	0	215571	774637	51000	0	1090	0	1090	0	390	0	390	0	6	0	0	0	0	0	0	528	167	0	167	695
Sylhet	22002	0	22002	68444	4643	0	40	0	40	0	123	0	123	0	6	0	0	0	0	0	0	334	234	0	234	568
Rangpur	155894	0	155894	307055	28164	0	163	0	163	0	286	0	286	0	0	0	0	0	0	0	0	1221	309	0	309	1530
Mymensingh	100973	0	100973	225108	9292	0	82	0	82	0	69	0	69	0	0	0	0	0	0	0	0	190	32	0	32	222

 
