Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	181327	0	181327	546695	28785	31228	282	19	297	81	517	0	517	167	7	62	0	0	0	0	0	483	118	29	147	630
Khulna	193556	0	193556	479193	31167	33683	316	0	316	33	343	0	343	55	0	44	0	0	0	0	0	159	57	50	107	266
Barisal	49005	0	49005	92060	12328	13211	180	6	186	40	164	0	164	34	7	90	0	0	0	0	0	154	8	1	9	163
Dhaka	433345	0	433345	1014487	63979	68435	1198	4	1202	134	1273	0	1273	141	5	695	0	0	0	0	0	1113	108	135	243	1356
Chittagong	171791	0	171791	591732	38584	39605	557	7	564	59	628	0	628	181	0	289	0	0	0	0	0	140	26	24	50	190
Sylhet	44624	0	44624	99075	6740	7169	83	0	83	8	273	0	273	47	0	101	0	0	0	0	0	38	132	0	132	170
Rangpur	173160	0	173160	355071	29012	30428	261	0	261	77	560	0	560	98	0	110	0	0	0	0	0	126	90	15	105	231
Mymensingh	105336	0	105336	195421	8052	8611	109	0	109	13	184	0	184	55	1	11	0	0	0	0	0	167	7	16	23	190

 
