Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	179351	0	179351	445020	28521	0	425	0	425	0	388	0	388	0	9	0	0	0	0	0	0	977	298	0	298	1275
Khulna	223240	0	223240	550869	34609	0	481	0	481	0	715	0	715	0	11	0	0	0	0	0	0	596	224	0	224	820
Barisal	50431	0	50431	118437	12573	0	266	0	266	0	158	0	158	0	9	0	0	0	0	0	0	280	29	0	29	309
Dhaka	441626	0	441626	1189894	64369	0	1782	0	1782	0	1121	0	1121	0	29	0	0	0	0	0	0	1831	347	0	347	2178
Chittagong	230685	0	230685	662017	40667	0	712	0	712	0	924	0	924	0	24	0	0	0	0	0	0	395	118	0	118	513
Sylhet	22195	0	22195	72676	4925	0	122	0	122	0	91	0	91	0	0	0	0	0	0	0	0	213	290	0	290	503
Rangpur	140474	0	140474	288408	21523	0	302	0	302	0	410	0	410	0	0	0	0	0	0	0	0	661	222	0	222	883
Mymensingh	85404	0	85404	196342	7521	0	187	0	187	0	232	0	232	0	1	0	0	0	0	0	0	238	34	0	34	272

 
