   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3763889	1671141	210681	448587	82643	53010	80671	303088	383759	2849821	75.7148
Khulna	3262117	1364573	190558	453292	86698	49103	62086	266258	328344	2472568	75.7964
Barisal	1520781	567313	54182	226897	47693	26446	28822	81721	110543	1033074	67.9305
Dhaka	4926871	2012362	323227	470975	135081	58010	36067	349599	385666	3385321	68.7114
Chittagong	4227593	1428993	208476	550380	130056	41109	24547	256773	281320	2640334	62.4548
Sylhet	1344826	453881	99014	145082	53518	15287	19663	61672	81335	848117	63.0652
Rangpur	3223213	1430681	88466	377479	47143	53001	126495	253602	380097	2376867	73.7422
Mymensingh	2126331	960213	66406	183796	47077	30267	43077	125382	168459	1456218	68.4850

 
