   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4005342	1698202	282062	593438	101232	71086	109732	336548	446280	3192300	79.7011
Khulna	3385490	1347166	231554	554598	91539	72052	82806	321900	404706	2701615	79.7998
Barisal	1572568	551236	67167	338556	47027	46278	42836	77650	120486	1170750	74.4483
Dhaka	5160864	2125748	413350	664049	157470	96815	70405	398858	469263	3926695	76.0860
Chittagong	4535445	1656694	289292	779519	154359	82746	49239	308621	357860	3320470	73.2116
Sylhet	1446288	544357	127267	190726	59010	25776	42318	96468	138786	1085922	75.0834
Rangpur	3388615	1435579	114446	558005	55764	64954	171374	264090	435464	2664212	78.6224
Mymensingh	2169660	1008222	97632	282844	52350	42219	66652	122213	188865	1672132	77.0688

 
