   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4177665	1668616	359598	615164	103379	177371	122057	363812	485869	3409997	81.6245
Khulna	3461320	1271424	282013	572236	85419	147565	85700	340526	426226	2784883	80.4573
Barisal	1633029	584085	76694	345929	53283	91835	56894	83132	140026	1291852	79.1077
Dhaka	5460931	2102859	473407	727548	170478	241661	118075	436425	554500	4270453	78.2001
Chittagong	5031963	1813391	337308	848929	185248	225917	83865	349541	433406	3844199	76.3956
Sylhet	1647980	610645	127315	224366	57748	78447	62917	145549	208466	1306987	79.3084
Rangpur	3601004	1389457	146020	625936	69470	182383	195013	266926	461939	2875205	79.8445
Mymensingh	2251066	989096	108724	316190	55563	115214	78599	120367	198966	1783753	79.2404

 
