   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3952488	1698182	265861	570106	94161	45183	100993	321441	422434	3095927	78.3286
Khulna	3353236	1354690	226310	538851	87679	38223	76456	303910	380366	2626119	78.3160
Barisal	1550158	555076	65765	320633	42867	30498	37965	74157	112122	1126961	72.6998
Dhaka	5100740	2095406	391499	635372	140102	55076	57385	379482	436867	3754322	73.6035
Chittagong	4491069	1616349	274122	739753	142699	63318	42327	294192	336519	3172760	70.6460
Sylhet	1423709	533236	123422	183987	57032	18924	36032	85794	121826	1038427	72.9381
Rangpur	3342789	1444748	106966	519073	49943	44580	157025	256464	413489	2578799	77.1451
Mymensingh	2149458	1012546	92891	254977	47443	26482	59371	116559	175930	1610269	74.9151

 
