   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4183172	1693584	328863	633415	105381	129640	131654	379631	511285	3402168	81.3299
Khulna	3481818	1297297	256016	581216	90867	121537	91156	369150	460306	2807239	80.6257
Barisal	1631681	570317	75581	364458	54545	74776	57407	85280	142687	1282364	78.5916
Dhaka	5439500	2128916	454027	726466	175778	190915	117940	451894	569834	4245936	78.0575
Chittagong	4849670	1771240	331114	856594	177794	145200	76223	350660	426883	3708825	76.4758
Sylhet	1597692	583468	128684	217970	65341	51151	61986	133926	195912	1242526	77.7701
Rangpur	3583452	1397577	136296	640688	66061	137208	209579	280018	489597	2867427	80.0186
Mymensingh	2258107	995364	108475	324726	57658	82595	85309	130356	215665	1784483	79.0256

 
