   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4058493	1702510	287233	605638	105423	88822	122471	355546	478017	3267643	80.5137
Khulna	3403731	1323879	238272	563627	92130	88833	90274	344073	434347	2741088	80.5319
Barisal	1590393	554207	68191	349630	49673	56087	49204	81391	130595	1208383	75.9802
Dhaka	5267561	2151842	426973	701206	170226	124527	86767	423546	510313	4085087	77.5518
Chittagong	4594469	1685406	296524	800563	158934	99895	59680	327209	386889	3428211	74.6160
Sylhet	1486295	556057	128160	197529	61150	30705	51047	107523	158570	1132171	76.1740
Rangpur	3446132	1426505	118672	585591	58449	83626	193615	274877	468492	2741335	79.5482
Mymensingh	2197128	1005637	101379	297386	56125	49167	75988	127053	203041	1712735	77.9534

 
