   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4145197	1661244	353898	619206	99068	152816	120926	355987	476913	3363145	81.1335
Khulna	3438364	1271223	276158	571051	82419	133201	84754	333462	418216	2752268	80.0459
Barisal	1622626	575443	76343	348560	51539	85303	55890	81172	137062	1274250	78.5301
Dhaka	5405635	2094302	469262	713994	162156	215168	111009	422997	534006	4188888	77.4911
Chittagong	4977821	1791679	336938	847146	179506	194403	80738	342249	422987	3772659	75.7894
Sylhet	1629474	600130	128250	221558	57244	67757	61984	140653	202637	1277576	78.4042
Rangpur	3557757	1375811	143584	637431	65969	159547	192631	260103	452734	2835076	79.6872
Mymensingh	2234331	985407	108312	315678	53391	102025	77913	117798	195711	1760524	78.7942

 
