   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4106131	1678926	315659	615352	102038	111116	128198	362784	490982	3314073	80.7104
Khulna	3449232	1295968	251195	571331	87071	104494	88962	351550	440512	2750571	79.7444
Barisal	1610991	557996	70973	355417	50184	66231	53750	80866	134616	1235417	76.6868
Dhaka	5353107	2114499	444764	706550	164193	160482	104118	427396	531514	4122002	77.0020
Chittagong	4759343	1719165	314012	822789	163920	123107	69254	336498	405752	3548745	74.5638
Sylhet	1550706	561433	126229	200416	62801	40763	58351	122530	180881	1172523	75.6122
Rangpur	3509792	1397953	127336	623185	62735	112254	202916	271949	474865	2798328	79.7292
Mymensingh	2217953	984078	103830	313030	54650	62737	80613	125755	206368	1724693	77.7606

 
