   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3841223	1654100	219398	529879	95038	65775	86507	319711	406218	2970408	77.3297
Khulna	3328553	1357862	202568	526982	96249	56707	69459	288633	358092	2598460	78.0658
Barisal	1539604	559257	57352	283902	52278	28490	33595	84088	117683	1098962	71.3795
Dhaka	5034229	2035339	350541	569773	156637	71877	43824	374002	417826	3601993	71.5500
Chittagong	4330742	1485976	231483	646451	146520	51252	29283	275215	304498	2866180	66.1822
Sylhet	1372092	480831	104438	169536	59192	17309	24233	70964	95197	926503	67.5248
Rangpur	3280881	1418104	91059	487900	57321	67242	132992	264630	397622	2519248	76.7857
Mymensingh	2156028	970674	73328	237387	53164	36387	48610	127790	176400	1547340	71.7681

 
