   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4067500	1702419	288886	606068	106944	93539	126019	359698	485717	3283573	80.7271
Khulna	3411072	1321880	241392	568537	94281	92699	91894	347925	439819	2758608	80.8722
Barisal	1596574	556852	69868	351123	51172	58873	50961	82006	132967	1220855	76.4672
Dhaka	5284473	2156941	434853	709164	174624	131107	91132	429404	520536	4127225	78.1010
Chittagong	4613622	1695686	299264	808023	163335	105034	61695	329366	391061	3462403	75.0474
Sylhet	1493901	558802	128907	198859	62270	32128	52810	111114	163924	1144890	76.6376
Rangpur	3459393	1423766	121651	592710	61021	90446	199861	278160	478021	2767615	80.0029
Mymensingh	2203226	1004769	103006	299581	58600	52485	78756	128879	207635	1726076	78.3431

 
