   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4106107	1642803	338496	615178	94010	133233	119204	344818	464022	3287742	80.0696
Khulna	3413186	1269597	268901	565721	79960	122203	84756	325319	410075	2716457	79.5871
Barisal	1610567	569605	75587	347739	48439	74244	53820	78322	132142	1247756	77.4731
Dhaka	5341765	2063157	458848	691444	153554	187400	101639	406972	508611	4063014	76.0613
Chittagong	4900060	1753986	327961	832653	167569	158939	75974	333249	409223	3650331	74.4956
Sylhet	1606886	584566	126702	215360	58804	58341	60444	134091	194535	1238308	77.0626
Rangpur	3511721	1361030	135881	634192	60392	140245	188805	252009	440814	2772554	78.9514
Mymensingh	2214796	976373	108607	312281	50809	86849	76395	115307	191702	1726621	77.9585

 
