   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3883008	1691892	234240	532999	101046	58732	98476	331798	430274	3049183	78.5263
Khulna	3361432	1375121	227712	540291	99141	50863	76993	304587	381580	2674708	79.5705
Barisal	1552239	559828	58907	293145	51675	26670	37302	84209	121511	1111736	71.6214
Dhaka	5032298	2063250	362036	583359	161750	66436	51232	389992	441224	3678055	73.0890
Chittagong	4382081	1530196	245357	685770	149985	50796	37509	289285	326794	2988898	68.2073
Sylhet	1388714	496114	108686	171268	59175	17108	32355	79150	111505	963856	69.4064
Rangpur	3317073	1446822	97275	483854	57664	58365	153773	270885	424658	2568638	77.4369
Mymensingh	2166027	991029	78960	227500	53745	32673	57179	130770	187949	1571856	72.5686

 
