   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4032895	1703181	286062	599755	102138	76924	116826	346491	463317	3231377	80.1255
Khulna	3407734	1344470	231841	561504	91684	79215	86391	331939	418330	2727044	80.0251
Barisal	1578830	552561	67785	343013	48192	50386	46674	79703	126377	1188314	75.2655
Dhaka	5193546	2132635	414871	682557	161859	107774	78215	413779	491994	3991690	76.8587
Chittagong	4542951	1670857	292820	793835	156246	89852	54321	317247	371568	3375178	74.2948
Sylhet	1459094	548971	127059	193720	59287	27328	47692	101722	149414	1105779	75.7853
Rangpur	3413096	1434731	116162	570860	55725	69615	184665	269788	454453	2701546	79.1524
Mymensingh	2175127	1006631	99240	288903	57098	44364	71630	124695	196325	1692561	77.8144

 
