   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4049615	1706315	285597	603254	104310	84670	120274	352172	472446	3256592	80.4173
Khulna	3394574	1324367	234507	559145	91949	85784	89205	339103	428308	2724060	80.2475
Barisal	1587843	554140	68199	347092	49236	53961	48000	80246	128246	1200874	75.6293
Dhaka	5232981	2142743	419075	695161	167732	117924	81643	414272	495915	4038550	77.1749
Chittagong	4571752	1679917	296566	800485	159124	96478	56702	321609	378311	3410881	74.6077
Sylhet	1468150	552232	127815	195672	61016	28986	49290	104595	153885	1119606	76.2596
Rangpur	3431463	1431855	117866	578247	59505	78618	190456	272736	463192	2729283	79.5370
Mymensingh	2191678	1006078	101235	297841	56146	47163	74429	126307	200736	1709199	77.9859

 
