   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4147857	1662493	354855	619611	99498	155198	121110	356617	477727	3369382	81.2319
Khulna	3441022	1271658	276632	571456	82701	134041	85292	333958	419250	2755738	80.0849
Barisal	1623887	576153	76456	348245	51792	86363	56047	81396	137443	1276452	78.6047
Dhaka	5411577	2094682	469683	715681	163287	217862	112509	423933	536442	4197637	77.5677
Chittagong	4983481	1793650	336796	847095	180399	197904	81214	343062	424276	3780120	75.8530
Sylhet	1631203	600702	128323	221920	57240	68575	62163	141311	203474	1280234	78.4840
Rangpur	3561400	1378760	144609	633370	66457	161104	193145	260448	453593	2837893	79.6848
Mymensingh	2236388	985861	108237	316121	53562	103108	77934	118057	195991	1762880	78.8271

 
