   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3807666	1655091	212767	505135	89712	67424	84136	314029	398165	2928294	76.9052
Khulna	3295766	1360156	198486	506096	93252	57634	67564	272700	340264	2555888	77.5507
Barisal	1535986	559916	55339	268404	50381	28746	31967	83428	115395	1078181	70.1947
Dhaka	4997867	2026820	339596	544915	155759	71985	41297	372125	413422	3552497	71.0803
Chittagong	4297919	1468470	223049	616907	138948	49064	27750	269757	297507	2793945	65.0069
Sylhet	1359024	472797	102411	161029	57079	17423	23019	67075	90094	900833	66.2853
Rangpur	3244355	1414552	88415	442413	52731	68496	126051	259245	385296	2451903	75.5744
Mymensingh	2152881	964223	72236	217111	58120	36545	46280	126896	173176	1521411	70.6686

 
