   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3928821	1676429	243221	542238	93813	50762	95143	313308	408451	3014914	76.7384
Khulna	3332905	1347683	217428	521679	88277	41440	72562	290481	363043	2579550	77.3964
Barisal	1541882	539349	59236	305365	42782	25484	35479	72100	107579	1079795	70.0310
Dhaka	5049006	2045724	367844	593169	140150	56951	50788	369048	419836	3623674	71.7700
Chittagong	4460522	1561661	255909	704214	142459	57238	39221	286806	326027	3047508	68.3218
Sylhet	1409058	514275	116974	175553	56939	18064	33034	78913	111947	993752	70.5260
Rangpur	3326113	1418588	100370	514084	51188	49625	149522	251809	401331	2535186	76.2207
Mymensingh	2127449	985043	77889	236001	44448	27328	54250	113639	167889	1538598	72.3213

 
