   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4091739	1677239	311457	610765	101860	107687	127131	358772	485903	3294911	80.5259
Khulna	3434960	1293715	248679	567503	87952	102924	88664	347592	436256	2737029	79.6815
Barisal	1606887	557019	70996	353186	50021	64837	53022	80009	133031	1229090	76.4889
Dhaka	5356667	2117918	448725	704924	163736	155394	100908	425108	526016	4116713	76.8521
Chittagong	4729345	1709346	312044	819023	162913	119251	68148	334083	402231	3524808	74.5306
Sylhet	1540141	559105	126111	198657	62458	38444	57598	119836	177434	1162209	75.4612
Rangpur	3496219	1398507	126401	615942	62532	108201	201315	269067	470382	2781965	79.5707
Mymensingh	2215417	987188	104900	307970	55101	59972	79720	125071	204791	1719922	77.6342

 
