   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3831534	1653799	215533	521038	92406	66502	84993	317783	402776	2952054	77.0463
Khulna	3320394	1372358	199016	513984	93506	56817	68646	286792	355438	2591119	78.0365
Barisal	1541489	557260	55311	279812	49848	28687	32696	83764	116460	1087378	70.5408
Dhaka	5040259	2030016	343469	557855	150358	72031	42820	374417	417237	3570966	70.8489
Chittagong	4324699	1477441	223721	635815	141432	50678	28387	273094	301481	2830568	65.4512
Sylhet	1353934	469519	100354	164862	57280	17299	23464	68909	92373	901687	66.5976
Rangpur	3272737	1413862	88983	477716	56733	67744	128753	262029	390782	2495820	76.2609
Mymensingh	2157448	971909	70108	230828	50565	36546	47311	127228	174539	1534495	71.1255

 
