   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4191416	1695117	331470	635050	106448	136578	131871	383054	514925	3419588	81.5855
Khulna	3489001	1299406	258587	583407	91415	126518	91363	371533	462896	2822229	80.8893
Barisal	1633159	572213	76700	364732	55522	78599	58250	85985	144235	1292001	79.1105
Dhaka	5452579	2129875	456850	732512	178821	199783	121008	457708	578716	4276557	78.4318
Chittagong	4877187	1782653	333308	864075	181442	155080	78032	353652	431684	3748242	76.8525
Sylhet	1605031	587742	128698	220501	64477	55915	62834	136531	199365	1256698	78.2974
Rangpur	3593027	1396981	138218	644368	66802	143380	211065	281046	492111	2881860	80.2070
Mymensingh	2262553	996935	109259	326881	58999	89212	85983	131442	217425	1798711	79.4992

 
