   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4185098	1668419	360464	615973	103522	179554	122031	365086	487117	3415049	81.6002
Khulna	3466291	1271108	282889	574143	85340	147667	84840	342239	427079	2788226	80.4383
Barisal	1635004	584097	77145	346463	53174	92424	56969	83483	140452	1293755	79.1286
Dhaka	5469297	2104800	473084	729604	171324	243769	119213	439151	558364	4280945	78.2723
Chittagong	5044016	1818506	337265	849948	186627	232843	84524	351201	435725	3860914	76.5444
Sylhet	1653205	613356	126758	225261	58021	80015	63106	146916	210022	1313433	79.4477
Rangpur	3608204	1391406	147547	629237	69856	182165	195450	268250	463700	2883911	79.9265
Mymensingh	2254354	990253	108541	316973	55703	116089	78731	120973	199704	1787263	79.2805

 
